ride_id,rideable_type,started_at,ended_at,ride_length,day_of_week,start_station_name,end_station_name,member_casual
21742443,classic_bike,2019-01-01 0:04:37,2019-01-01 0:11:07,0:06:30,3,Wabash Ave & Grand Ave,Milwaukee Ave & Grand Ave,NA
21742444,classic_bike,2019-01-01 0:08:13,2019-01-01 0:15:34,0:07:21,3,State St & Randolph St,Dearborn St & Van Buren St (*),NA
21742445,classic_bike,2019-01-01 0:13:23,2019-01-01 0:27:12,0:13:49,3,Racine Ave & 18th St,Western Ave & Fillmore St (*),NA
21742446,classic_bike,2019-01-01 0:13:45,2019-01-01 0:43:28,0:29:43,3,California Ave & Milwaukee Ave,Clark St & Elm St,NA
21742447,classic_bike,2019-01-01 0:14:52,2019-01-01 0:20:56,0:06:04,3,Mies van der Rohe Way & Chicago Ave,Streeter Dr & Grand Ave,NA
21742448,classic_bike,2019-01-01 0:15:33,2019-01-01 0:19:09,0:03:36,3,LaSalle St & Washington St,Dearborn St & Monroe St,NA
21742449,classic_bike,2019-01-01 0:16:06,2019-01-01 0:19:03,0:02:57,3,LaSalle St & Washington St,Dearborn St & Monroe St,NA
21742450,classic_bike,2019-01-01 0:18:41,2019-01-01 0:20:21,0:01:40,3,St. Clair St & Erie St,McClurg Ct & Erie St,NA
21742451,classic_bike,2019-01-01 0:18:43,2019-01-01 0:47:30,0:28:47,3,Fort Dearborn Dr & 31st St,State St & 33rd St,NA
21742452,classic_bike,2019-01-01 0:19:18,2019-01-01 0:24:54,0:05:36,3,Lake Shore Dr & North Blvd,Clark St & Lincoln Ave,NA
21742453,classic_bike,2019-01-01 0:20:34,2019-01-01 0:35:20,0:14:46,3,Halsted St & Roscoe St,Broadway & Argyle St,NA
21742454,classic_bike,2019-01-01 0:21:52,2019-01-01 0:32:45,0:10:53,3,Prairie Ave & Garfield Blvd,Ellis Ave & 55th St,NA
21742455,classic_bike,2019-01-01 0:23:04,2019-01-01 0:33:05,0:10:01,3,Millennium Park,Indiana Ave & Roosevelt Rd,NA
21742456,classic_bike,2019-01-01 0:23:43,2019-01-01 0:33:05,0:09:22,3,Millennium Park,Indiana Ave & Roosevelt Rd,NA
21742457,classic_bike,2019-01-01 0:23:54,2019-01-01 0:39:00,0:15:06,3,Wells St & Concord Ln,Stockton Dr & Wrightwood Ave,NA
21742458,classic_bike,2019-01-01 0:24:08,2019-01-01 0:39:00,0:14:52,3,Wells St & Concord Ln,Stockton Dr & Wrightwood Ave,NA
21742459,classic_bike,2019-01-01 0:24:13,2019-01-01 0:31:00,0:06:47,3,Lincoln Ave & Diversey Pkwy,Ashland Ave & Wrightwood Ave,NA
21742460,classic_bike,2019-01-01 0:24:27,2019-01-01 0:47:03,0:22:36,3,Lake Shore Dr & North Blvd,Greenview Ave & Diversey Pkwy,NA
21742461,classic_bike,2019-01-01 0:25:28,2019-01-01 0:27:10,0:01:42,3,Streeter Dr & Grand Ave,Streeter Dr & Grand Ave,NA
21742463,classic_bike,2019-01-01 0:29:19,2019-01-01 1:08:12,0:38:53,3,Streeter Dr & Grand Ave,Wabash Ave & Adams St,NA
21742464,classic_bike,2019-01-01 0:29:21,2019-01-01 0:45:21,0:16:00,3,State St & Kinzie St,Sedgwick St & Huron St,NA
21742465,classic_bike,2019-01-01 0:29:28,2019-01-01 1:07:49,0:38:21,3,Streeter Dr & Grand Ave,Wabash Ave & Adams St,NA
21742466,classic_bike,2019-01-01 0:29:47,2019-01-01 0:49:15,0:19:28,3,Michigan Ave & Oak St,Lake Shore Dr & Diversey Pkwy,NA
21742467,classic_bike,2019-01-01 0:30:48,2019-01-01 0:38:42,0:07:54,3,Wells St & Concord Ln,Lakeview Ave & Fullerton Pkwy,NA
21742468,classic_bike,2019-01-01 0:33:09,2019-01-01 0:50:25,0:17:16,3,Wilton Ave & Diversey Pkwy,Wood St & Milwaukee Ave,NA
21742469,classic_bike,2019-01-01 0:34:35,2019-01-01 0:38:25,0:03:50,3,Greenview Ave & Jarvis Ave,Eastlake Ter & Rogers Ave,NA
21742471,classic_bike,2019-01-01 0:38:11,2019-01-01 0:50:38,0:12:27,3,Broadway & Sheridan Rd,Paulina St & Montrose Ave,NA
21742472,classic_bike,2019-01-01 0:38:47,2019-01-01 0:50:38,0:11:51,3,Broadway & Sheridan Rd,Paulina St & Montrose Ave,NA
21742473,classic_bike,2019-01-01 0:40:16,2019-01-01 0:49:29,0:09:13,3,Pine Grove Ave & Irving Park Rd,Marine Dr & Ainslie St,NA
21742474,classic_bike,2019-01-01 0:41:46,2019-01-01 0:50:27,0:08:41,3,Clinton St & Lake St,Michigan Ave & Lake St,NA
21742475,classic_bike,2019-01-01 0:45:37,2019-01-01 1:17:51,0:32:14,3,Damen Ave & Foster Ave,Ashland Ave & Augusta Blvd,NA
21742476,classic_bike,2019-01-01 0:45:45,2019-01-01 0:50:00,0:04:15,3,Ellis Ave & 53rd St,Blackstone Ave & Hyde Park Blvd,NA
21742477,classic_bike,2019-01-01 0:46:19,2019-01-01 0:51:26,0:05:07,3,Larrabee St & Webster Ave,Lakeview Ave & Fullerton Pkwy,NA
21742478,classic_bike,2019-01-01 0:47:49,2019-01-01 0:54:56,0:07:07,3,Winthrop Ave & Lawrence Ave,Clark St & Berwyn Ave,NA
21742479,classic_bike,2019-01-01 0:48:44,2019-01-01 0:59:39,0:10:55,3,Broadway & Waveland Ave,Burling St (Halsted) & Diversey Pkwy (Temp),NA
21742480,classic_bike,2019-01-01 0:51:55,2019-01-01 0:54:49,0:02:54,3,Halsted St & Archer Ave,Halsted St & 21st St,NA
21742481,classic_bike,2019-01-01 0:55:35,2019-01-01 0:57:35,0:02:00,3,Bosworth Ave & Howard St,Greenview Ave & Jarvis Ave,NA
21742483,classic_bike,2019-01-01 0:58:09,2019-01-01 1:15:33,0:17:24,3,Larrabee St & Webster Ave,Stave St & Armitage Ave,NA
21742484,classic_bike,2019-01-01 0:58:33,2019-01-01 1:05:17,0:06:44,3,State St & 29th St,Wentworth Ave & Cermak Rd (Temp),NA
21742485,classic_bike,2019-01-01 0:58:44,2019-01-01 1:07:45,0:09:01,3,Kedzie Ave & Milwaukee Ave,Humboldt Blvd & Armitage Ave,NA
21742486,classic_bike,2019-01-01 0:58:55,2019-01-01 1:07:50,0:08:55,3,Kedzie Ave & Milwaukee Ave,Humboldt Blvd & Armitage Ave,NA
21742487,classic_bike,2019-01-01 1:02:54,2019-01-01 1:22:01,0:19:07,3,Orleans St & Hubbard St (*),Damen Ave & Grand Ave,NA
21742488,classic_bike,2019-01-01 1:03:57,2019-01-01 1:08:35,0:04:38,3,Streeter Dr & Grand Ave,Mies van der Rohe Way & Chicago Ave,NA
21742489,classic_bike,2019-01-01 1:04:24,2019-01-01 1:19:33,0:15:09,3,Sheridan Rd & Irving Park Rd,Marine Dr & Ainslie St,NA
21742490,classic_bike,2019-01-01 1:04:29,2019-01-01 1:10:52,0:06:23,3,Lakeview Ave & Fullerton Pkwy,Lincoln Ave & Fullerton Ave,NA
21742491,classic_bike,2019-01-01 1:04:33,2019-01-01 1:22:12,0:17:39,3,Orleans St & Hubbard St (*),Damen Ave & Grand Ave,NA
21742492,classic_bike,2019-01-01 1:06:14,2019-01-01 1:19:47,0:13:33,3,Sheridan Rd & Irving Park Rd,Marine Dr & Ainslie St,NA
21742493,classic_bike,2019-01-01 1:09:04,2019-01-01 1:16:50,0:07:46,3,Winthrop Ave & Lawrence Ave,Ravenswood Ave & Lawrence Ave,NA
21742494,classic_bike,2019-01-01 1:10:48,2019-01-01 1:32:28,0:21:40,3,Kedzie Ave & Palmer Ct,Kedzie Ave & Leland Ave,NA
21742495,classic_bike,2019-01-01 1:12:42,2019-01-01 1:20:55,0:08:13,3,Clark St & Bryn Mawr Ave,Clark St & Elmdale Ave,NA
21742496,classic_bike,2019-01-01 1:14:12,2019-01-01 1:32:34,0:18:22,3,Sedgwick St & Schiller St,Milwaukee Ave & Grand Ave,NA
21742497,classic_bike,2019-01-01 1:14:25,2019-01-01 1:22:15,0:07:50,3,Wabash Ave & Wacker Pl,Kingsbury St & Kinzie St,NA
21742498,classic_bike,2019-01-01 1:17:23,2019-01-01 1:33:30,0:16:07,3,Racine Ave & 35th St,Leavitt St & Archer Ave,NA
21742499,classic_bike,2019-01-01 1:17:33,2019-01-01 1:33:51,0:16:18,3,Racine Ave & 35th St,Leavitt St & Archer Ave,NA
21742500,classic_bike,2019-01-01 1:17:59,2019-01-01 1:40:45,0:22:46,3,Damen Ave & Sunnyside Ave,Clark St & Elmdale Ave,NA
21742501,classic_bike,2019-01-01 1:18:17,2019-01-01 1:41:01,0:22:44,3,Damen Ave & Sunnyside Ave,Clark St & Elmdale Ave,NA
21742502,classic_bike,2019-01-01 1:20:55,2019-01-01 1:24:37,0:03:42,3,Lincoln Ave & Diversey Pkwy,Burling St (Halsted) & Diversey Pkwy (Temp),NA
21742504,classic_bike,2019-01-01 1:22:05,2019-01-01 1:31:12,0:09:07,3,Larrabee St & Division St,Clark St & Lincoln Ave,NA
21742505,classic_bike,2019-01-01 1:23:13,2019-01-01 2:07:47,0:44:34,3,Kedzie Ave & Milwaukee Ave,Sheridan Rd & Irving Park Rd,NA
21742506,classic_bike,2019-01-01 1:24:19,2019-01-01 1:31:22,0:07:03,3,Morgan St & Lake St,May St & Taylor St,NA
21742507,classic_bike,2019-01-01 1:25:01,2019-01-01 2:04:22,0:39:21,3,Wabash Ave & Grand Ave,State St & Pearson St,NA
21742508,classic_bike,2019-01-01 1:26:27,2019-01-01 1:45:56,0:19:29,3,Noble St & Milwaukee Ave,Morgan Ave & 14th Pl,NA
21742509,classic_bike,2019-01-01 1:27:25,2019-01-01 1:41:38,0:14:13,3,Lincoln Ave & Roscoe St,Pine Grove Ave & Waveland Ave,NA
21742510,classic_bike,2019-01-01 1:28:47,2019-01-01 1:45:04,0:16:17,3,Wabash Ave & Grand Ave,Calumet Ave & 18th St,NA
21742511,classic_bike,2019-01-01 1:29:16,2019-01-01 1:32:07,0:02:51,3,Clinton St & Madison St,Clinton St & Lake St,NA
21742512,classic_bike,2019-01-01 1:30:28,2019-01-01 1:35:51,0:05:23,3,Clark St & Armitage Ave,Clark St & North Ave,NA
21742513,classic_bike,2019-01-01 1:31:29,2019-01-01 1:40:31,0:09:02,3,Bissell St & Armitage Ave,Clark St & Wrightwood Ave,NA
21742514,classic_bike,2019-01-01 1:34:22,2019-01-01 1:48:40,0:14:18,3,Michigan Ave & 14th St,Blue Island Ave & 18th St,NA
21742515,classic_bike,2019-01-01 1:35:13,2019-01-01 1:39:29,0:04:16,3,Eckhart Park,Wood St & Chicago Ave (*),NA
21742516,classic_bike,2019-01-01 1:36:23,2019-01-01 1:47:22,0:10:59,3,Michigan Ave & Oak St,Clark St & Lake St,NA
21742517,classic_bike,2019-01-01 1:37:42,2019-01-01 1:45:00,0:07:18,3,Damen Ave & Chicago Ave,Ogden Ave & Chicago Ave,NA
21742518,classic_bike,2019-01-01 1:38:29,2019-01-01 1:46:58,0:08:29,3,Racine Ave & Fullerton Ave,Burling St (Halsted) & Diversey Pkwy (Temp),NA
21742519,classic_bike,2019-01-01 1:40:08,2019-01-01 1:46:44,0:06:36,3,Sheffield Ave & Waveland Ave,Ashland Ave & Grace St,NA
21742520,classic_bike,2019-01-01 1:40:12,2019-01-01 1:46:44,0:06:32,3,Sheffield Ave & Waveland Ave,Ashland Ave & Grace St,NA
21742521,classic_bike,2019-01-01 1:45:23,2019-01-01 2:00:46,0:15:23,3,Western Ave & Leland Ave,Southport Ave & Waveland Ave,NA
21742522,classic_bike,2019-01-01 1:45:56,2019-01-01 1:53:29,0:07:33,3,Wilton Ave & Belmont Ave,Broadway & Cornelia Ave,NA
21742523,classic_bike,2019-01-01 1:46:02,2019-01-01 1:53:29,0:07:27,3,Wilton Ave & Belmont Ave,Broadway & Cornelia Ave,NA
21742524,classic_bike,2019-01-01 1:46:09,2019-01-01 2:07:32,0:21:23,3,Streeter Dr & Grand Ave,Dearborn St & Adams St,NA
21742525,classic_bike,2019-01-01 1:46:14,2019-01-01 2:07:13,0:20:59,3,Streeter Dr & Grand Ave,Dearborn St & Adams St,NA
21742526,classic_bike,2019-01-01 1:47:05,2019-01-01 1:57:32,0:10:27,3,Southport Ave & Irving Park Rd,Southport Ave & Roscoe St,NA
21742528,classic_bike,2019-01-01 1:47:35,2019-01-01 1:56:19,0:08:44,3,Wells St & Evergreen Ave,Wells St & Hubbard St,NA
21742529,classic_bike,2019-01-01 1:47:57,2019-01-01 2:21:15,0:33:18,3,Michigan Ave & Madison St,California Ave & Milwaukee Ave,NA
21742530,classic_bike,2019-01-01 1:49:30,2019-01-01 1:57:47,0:08:17,3,State St & Kinzie St,Columbus Dr & Randolph St,NA
21742531,classic_bike,2019-01-01 1:49:30,2019-01-01 1:57:40,0:08:10,3,State St & Kinzie St,Columbus Dr & Randolph St,NA
21742532,classic_bike,2019-01-01 1:49:47,2019-01-01 1:58:48,0:09:01,3,Halsted St & Clybourn Ave (*),Marshfield Ave & Cortland St,NA
21742533,classic_bike,2019-01-01 1:52:40,2019-01-01 2:20:55,0:28:15,3,Wells St & Concord Ln,Michigan Ave & 18th St,NA
21742534,classic_bike,2019-01-01 1:52:49,2019-01-01 1:55:46,0:02:57,3,Wells St & Walton St,Orleans St & Elm St (*),NA
21742535,classic_bike,2019-01-01 1:54:11,2019-01-01 1:59:13,0:05:02,3,Sheffield Ave & Wellington Ave,Southport Ave & Wellington Ave,NA
21742536,classic_bike,2019-01-01 1:56:43,2019-01-01 2:00:31,0:03:48,3,Pine Grove Ave & Irving Park Rd,Pine Grove Ave & Waveland Ave,NA
21742537,classic_bike,2019-01-01 2:00:36,2019-01-01 2:16:44,0:16:08,3,Paulina Ave & North Ave,Lincoln Ave & Belmont Ave,NA
21742538,classic_bike,2019-01-01 2:03:24,2019-01-01 2:07:24,0:04:00,3,State St & Randolph St,Columbus Dr & Randolph St,NA
21742539,classic_bike,2019-01-01 2:03:52,2019-01-01 2:09:07,0:05:15,3,Bissell St & Armitage Ave,Lincoln Ave & Fullerton Ave,NA
21742540,classic_bike,2019-01-01 2:04:36,2019-01-01 2:43:04,0:38:28,3,State St & Pearson St,Green St & Madison St,NA
21742541,classic_bike,2019-01-01 2:05:36,2019-01-01 2:08:32,0:02:56,3,Lincoln Ave & Diversey Pkwy,Racine Ave & Fullerton Ave,NA
21742542,classic_bike,2019-01-01 2:06:02,2019-01-01 2:15:21,0:09:19,3,Sheridan Rd & Montrose Ave,Broadway & Argyle St,NA
21742543,classic_bike,2019-01-01 2:07:11,2019-01-01 2:12:50,0:05:39,3,Racine Ave & Belmont Ave,Lincoln Ave & Roscoe St,NA
21742544,classic_bike,2019-01-01 2:11:14,2019-01-01 2:32:56,0:21:42,3,Southport Ave & Roscoe St,Wells St & Concord Ln,NA
21742545,classic_bike,2019-01-01 2:16:09,2019-01-01 2:26:48,0:10:39,3,Wabash Ave & 16th St,State St & 29th St,NA
21742546,classic_bike,2019-01-01 2:16:16,2019-01-01 2:21:40,0:05:24,3,Wilton Ave & Belmont Ave,Lake Shore Dr & Belmont Ave,NA
21742548,classic_bike,2019-01-01 2:20:14,2019-01-01 2:34:37,0:14:23,3,Fairbanks Ct & Grand Ave,Aberdeen St & Jackson Blvd,NA
21742549,classic_bike,2019-01-01 2:21:04,2019-01-02 9:35:30,31:14:26,3,Damen Ave & Pierce Ave,Sheffield Ave & Fullerton Ave,NA
21742550,classic_bike,2019-01-01 2:23:21,2019-01-01 2:28:28,0:05:07,3,Michigan Ave & 18th St,Michigan Ave & 14th St,NA
21742551,classic_bike,2019-01-01 2:23:37,2019-01-01 2:25:30,0:01:53,3,Racine Ave (May St) & Fulton St,Racine Ave & Washington Blvd (*),NA
21742552,classic_bike,2019-01-01 2:24:37,2019-01-01 2:53:59,0:29:22,3,Streeter Dr & Grand Ave,Halsted St & Maxwell St,NA
21742553,classic_bike,2019-01-01 2:26:16,2019-01-01 2:56:54,0:30:38,3,Sheridan Rd & Lawrence Ave,Halsted St & Roscoe St,NA
21742554,classic_bike,2019-01-01 2:27:52,2019-01-01 2:30:52,0:03:00,3,Clark St & Drummond Pl,Halsted St & Wrightwood Ave,NA
21742555,classic_bike,2019-01-01 2:27:58,2019-01-01 2:41:17,0:13:19,3,Campbell Ave & Montrose Ave,Broadway & Wilson Ave,NA
21742556,classic_bike,2019-01-01 2:30:39,2019-01-01 2:36:36,0:05:57,3,Mies van der Rohe Way & Chestnut St,Dearborn St & Erie St,NA
21742558,classic_bike,2019-01-01 2:30:52,2019-01-01 2:36:17,0:05:25,3,Campbell Ave & Fullerton Ave,California Ave & Milwaukee Ave,NA
21742559,classic_bike,2019-01-01 2:31:26,2019-01-01 2:42:48,0:11:22,3,Dearborn St & Monroe St,Kingsbury St & Erie St,NA
21742560,classic_bike,2019-01-01 2:32:38,2019-01-01 2:43:30,0:10:52,3,Rush St & Superior St,Kingsbury St & Kinzie St,NA
21742561,classic_bike,2019-01-01 2:33:22,2019-01-01 2:39:11,0:05:49,3,Kimball Ave & Belmont Ave,Kimball Ave & Belmont Ave,NA
21742562,classic_bike,2019-01-01 2:33:26,2019-01-01 2:36:53,0:03:27,3,Kimball Ave & Belmont Ave,Kimball Ave & Belmont Ave,NA
21742563,classic_bike,2019-01-01 2:33:55,2019-01-01 2:37:29,0:03:34,3,Wabash Ave & 16th St,Calumet Ave & 18th St,NA
21742564,classic_bike,2019-01-01 2:35:00,2019-01-01 2:44:21,0:09:21,3,Kedzie Ave & Leland Ave,Sawyer Ave & Irving Park Rd,NA
21742565,classic_bike,2019-01-01 2:36:43,2019-01-01 2:38:39,0:01:56,3,Wabash Ave & 9th St,Wabash Ave & Roosevelt Rd,NA
21742566,classic_bike,2019-01-01 2:37:26,2019-01-01 2:55:03,0:17:37,3,Wells St & Concord Ln,McClurg Ct & Erie St,NA
21742567,classic_bike,2019-01-01 2:41:44,2019-01-01 3:07:22,0:25:38,3,Troy St & North Ave,Ashland Ave & Wrightwood Ave,NA
21742568,classic_bike,2019-01-01 2:43:12,2019-01-01 3:18:32,0:35:20,3,Green St & Madison St,LaSalle Dr & Huron St (*),NA
21742569,classic_bike,2019-01-01 2:47:31,2019-01-01 3:08:51,0:21:20,3,Halsted St & Willow St,Wells St & Polk St,NA
21742570,classic_bike,2019-01-01 2:50:35,2019-01-01 2:53:00,0:02:25,3,Wabash Ave & Roosevelt Rd,Wabash Ave & 9th St,NA
21742571,classic_bike,2019-01-01 2:51:20,2019-01-01 3:36:56,0:45:36,3,Southport Ave & Irving Park Rd,Ashland Ave & Lake St (Temp),NA
21742572,classic_bike,2019-01-01 2:51:41,2019-01-01 2:58:42,0:07:01,3,Damen Ave & Chicago Ave,Damen Ave & Pierce Ave,NA
21742573,classic_bike,2019-01-01 2:52:49,2019-01-01 2:58:41,0:05:52,3,Burling St (Halsted) & Diversey Pkwy (Temp),Racine Ave & Belmont Ave,NA
21742574,classic_bike,2019-01-01 2:52:29,2019-01-01 2:57:11,0:04:42,3,Kingsbury St & Kinzie St,Kingsbury St & Kinzie St,NA
21742575,classic_bike,2019-01-01 2:58:08,2019-01-01 3:04:45,0:06:37,3,Lincoln Ave & Roscoe St,Lincoln Ave & Belle Plaine Ave,NA
21742576,classic_bike,2019-01-01 3:00:46,2019-01-01 3:24:31,0:23:45,3,State St & Pearson St,Damen Ave & Chicago Ave,NA
21742577,classic_bike,2019-01-01 3:00:49,2019-01-01 3:10:52,0:10:03,3,Orleans St & Merchandise Mart Plaza,Franklin St & Monroe St,NA
21742578,classic_bike,2019-01-01 3:02:52,2019-01-01 3:13:44,0:10:52,3,Wilton Ave & Belmont Ave,Lincoln Ave & Waveland Ave,NA
21742579,classic_bike,2019-01-01 3:04:34,2019-01-01 3:08:01,0:03:27,3,Wolcott (Ravenswood) Ave & Montrose Ave (*),Ravenswood Ave & Berteau Ave,NA
21742580,classic_bike,2019-01-01 3:09:28,2019-01-01 3:14:56,0:05:28,3,Lake Park Ave & 53rd St,Kimbark Ave & 53rd St,NA
21742582,classic_bike,2019-01-01 3:16:06,2019-01-01 3:33:43,0:17:37,3,Kedzie Ave & Milwaukee Ave,Eckhart Park,NA
21742583,classic_bike,2019-01-01 3:18:42,2019-01-01 4:03:11,0:44:29,3,LaSalle Dr & Huron St (*),LaSalle Dr & Huron St (*),NA
21742585,classic_bike,2019-01-01 3:21:21,2019-01-01 3:32:37,0:11:16,3,Sheridan Rd & Buena Ave,Clark St & Leland Ave,NA
21742586,classic_bike,2019-01-01 3:25:42,2019-01-01 3:27:46,0:02:04,3,Mies van der Rohe Way & Chestnut St,Mies van der Rohe Way & Chestnut St,NA
21742587,classic_bike,2019-01-01 3:29:04,2019-01-01 3:31:35,0:02:31,3,Clark St & Newport St,Sheffield Ave & Waveland Ave,NA
21742588,classic_bike,2019-01-01 3:30:29,2019-01-01 3:40:19,0:09:50,3,Ashland Ave & Division St,California Ave & Division St,NA
21742589,classic_bike,2019-01-01 3:30:37,2019-01-01 4:09:39,0:39:02,3,Mies van der Rohe Way & Chestnut St,Kedzie Ave & Milwaukee Ave,NA
21742590,classic_bike,2019-01-01 3:35:18,2019-01-01 3:44:29,0:09:11,3,Western Ave & Winnebago Ave,Spaulding Ave & Armitage Ave,NA
21742591,classic_bike,2019-01-01 3:35:34,2019-01-01 3:38:20,0:02:46,3,Daley Center Plaza,Dearborn St & Adams St,NA
21742592,classic_bike,2019-01-01 3:37:04,2019-01-01 4:12:01,0:34:57,3,Damen Ave & Foster Ave,Wilton Ave & Diversey Pkwy,NA
21742593,classic_bike,2019-01-01 3:54:28,2019-01-01 4:02:53,0:08:25,3,Sheffield Ave & Fullerton Ave,Racine Ave & Wrightwood Ave,NA
21742594,classic_bike,2019-01-01 3:57:29,2019-01-01 4:02:01,0:04:32,3,LaSalle St & Illinois St,Dearborn Pkwy & Delaware Pl,NA
21742595,classic_bike,2019-01-01 4:04:44,2019-01-01 4:12:03,0:07:19,3,Ashland Ave & Chicago Ave,Wood St & Milwaukee Ave,NA
21742596,classic_bike,2019-01-01 4:05:03,2019-01-01 4:09:30,0:04:27,3,Ridge Blvd & Howard St,Paulina St & Howard St,NA
21742597,classic_bike,2019-01-01 4:07:10,2019-01-02 6:37:40,26:30:30,3,Spaulding Ave & Armitage Ave,Spaulding Ave & Armitage Ave,NA
21742598,classic_bike,2019-01-01 4:07:36,2019-01-01 4:32:00,0:24:24,3,Spaulding Ave & Armitage Ave,Spaulding Ave & Armitage Ave,NA
21742599,classic_bike,2019-01-01 4:08:51,2019-01-01 4:12:58,0:04:07,3,Sheffield Ave & Fullerton Ave,Racine Ave & Wrightwood Ave,NA
21742600,classic_bike,2019-01-01 4:09:11,2019-01-01 4:13:03,0:03:52,3,Sheffield Ave & Fullerton Ave,Racine Ave & Wrightwood Ave,NA
21742601,classic_bike,2019-01-01 4:10:27,2019-01-01 4:14:41,0:04:14,3,Avondale Ave & Irving Park Rd,Kilbourn Ave & Milwaukee Ave,NA
21742602,classic_bike,2019-01-01 4:14:49,2019-01-01 4:18:45,0:03:56,3,Wilton Ave & Diversey Pkwy,Clark St & Drummond Pl,NA
21742603,classic_bike,2019-01-01 4:54:14,2019-01-01 4:57:15,0:03:01,3,Wentworth Ave & 35th St,Wallace St & 35th St,NA
21742604,classic_bike,2019-01-01 4:56:30,2019-01-01 4:59:06,0:02:36,3,Wabash Ave & Roosevelt Rd,Wabash Ave & 16th St,NA
21742605,classic_bike,2019-01-01 5:00:49,2019-01-01 5:08:07,0:07:18,3,State St & 76th St,Evans Ave & 75th St,NA
21742606,classic_bike,2019-01-01 5:10:22,2019-01-01 5:20:22,0:10:00,3,Francisco Ave & Foster Ave,Christiana Ave & Lawrence Ave,NA
21742607,classic_bike,2019-01-01 5:25:00,2019-01-01 5:47:22,0:22:22,3,Damen Ave & Clybourn Ave,St. Clair St & Erie St,NA
21742608,classic_bike,2019-01-01 5:33:55,2019-01-01 5:40:09,0:06:14,3,Field Blvd & South Water St,St. Clair St & Erie St,NA
21742609,classic_bike,2019-01-01 5:41:29,2019-01-01 5:51:41,0:10:12,3,Field Blvd & South Water St,Fairbanks St & Superior St (*),NA
21742610,classic_bike,2019-01-01 5:46:14,2019-01-01 5:49:21,0:03:07,3,Lincoln Ave & Waveland Ave,Lincoln Ave & Roscoe St,NA
21742611,classic_bike,2019-01-01 5:46:56,2019-01-01 5:49:25,0:02:29,3,Michigan Ave & Lake St,Clark St & Lake St,NA
21742612,classic_bike,2019-01-01 6:01:13,2019-01-01 6:09:11,0:07:58,3,Clark St & 9th St (AMLI),Daley Center Plaza,NA
21742613,classic_bike,2019-01-01 6:01:59,2019-01-01 6:12:59,0:11:00,3,Peoria St & Jackson Blvd,Hermitage Ave & Polk St,NA
21742614,classic_bike,2019-01-01 6:09:14,2019-01-01 6:12:33,0:03:19,3,Dearborn St & Monroe St,Canal St & Monroe St (*),NA
21742615,classic_bike,2019-01-01 6:11:00,2019-01-01 6:16:29,0:05:29,3,Kosciuszko Park,Kedzie Ave & Milwaukee Ave,NA
21742616,classic_bike,2019-01-01 6:17:33,2019-01-01 6:25:38,0:08:05,3,Central Park Blvd & 5th Ave,Kedzie Ave & Lake St,NA
21742617,classic_bike,2019-01-01 6:20:44,2019-01-01 6:45:56,0:25:12,3,Wolcott (Ravenswood) Ave & Montrose Ave (*),Sheffield Ave & Willow St,NA
21742618,classic_bike,2019-01-01 6:40:45,2019-01-01 6:51:48,0:11:03,3,Desplaines St & Kinzie St,Mies van der Rohe Way & Chicago Ave,NA
21742619,classic_bike,2019-01-01 6:42:13,2019-01-01 6:50:15,0:08:02,3,Emerald Ave & 31st St,Wentworth Ave & 33rd St,NA
21742620,classic_bike,2019-01-01 6:47:04,2019-01-01 6:52:37,0:05:33,3,Sedgwick St & Huron St,Wells St & Elm St,NA
21742621,classic_bike,2019-01-01 6:52:55,2019-01-01 7:14:00,0:21:05,3,Canal St & Madison St,Shedd Aquarium,NA
21742622,classic_bike,2019-01-01 6:52:57,2019-01-01 6:58:35,0:05:38,3,Wabash Ave & Roosevelt Rd,Field Museum,NA
21742623,classic_bike,2019-01-01 6:53:01,2019-01-01 7:14:16,0:21:15,3,Canal St & Madison St,Shedd Aquarium,NA
21742624,classic_bike,2019-01-01 6:55:15,2019-01-01 7:04:12,0:08:57,3,Michigan Ave & Washington St,Desplaines St & Randolph St,NA
21742625,classic_bike,2019-01-01 7:03:17,2019-01-01 7:10:08,0:06:51,3,Clinton St & Roosevelt Rd,Wabash Ave & 9th St,NA
21742626,classic_bike,2019-01-01 7:08:47,2019-01-01 7:16:53,0:08:06,3,Lake Shore Dr & Monroe St,Millennium Park,NA
21742627,classic_bike,2019-01-01 7:10:58,2019-01-01 7:13:02,0:02:04,3,Loomis St & Lexington St,Loomis St & Taylor St (*),NA
21742628,classic_bike,2019-01-01 7:15:10,2019-01-01 7:23:23,0:08:13,3,Loomis St & Taylor St (*),Ada St & Washington Blvd,NA
21742629,classic_bike,2019-01-01 7:16:55,2019-01-01 7:27:44,0:10:49,3,Ashland Ave & 13th St,Washtenaw Ave & Ogden Ave (*),NA
21742630,classic_bike,2019-01-01 7:26:27,2019-01-01 7:36:07,0:09:40,3,Franklin St & Chicago Ave,LaSalle St & Jackson Blvd,NA
21742631,classic_bike,2019-01-01 7:27:40,2019-01-01 7:37:47,0:10:07,3,Paulina St & Flournoy St,Jefferson St & Monroe St,NA
21742632,classic_bike,2019-01-01 7:31:18,2019-01-01 7:51:38,0:20:20,3,Wabash Ave & 16th St,Kingsbury St & Kinzie St,NA
21742633,classic_bike,2019-01-01 7:31:23,2019-01-01 7:45:01,0:13:38,3,Wells St & Evergreen Ave,McClurg Ct & Erie St,NA
